name,ethnicity,gender,religion,source
amobi,igbo,male,christian,https://www.momjunction.com/baby-names/igbo/boy/
amoke,yoruba,female,muslim/christian,https://www.momjunction.com/baby-names/yoruba/girl/
amos,igbo,male,christian,https://forebears.io/nigeria/forenames
amutaobielo,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
anacho,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
anaechelu,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
anaemeka,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
anas,hausa,male,muslim,https://forebears.io/nigeria/forenames
anayo,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
anayochukwu,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
andrew,igbo,male,christian,https://forebears.io/nigeria/forenames
anenechukwu,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
anezionwu,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
angela,igbo,female,christian,https://forebears.io/nigeria/forenames
angelina,igbo,female,christian,https://forebears.io/nigeria/forenames
ango,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
aniefiok,igbo,male,christian,https://forebears.io/nigeria/forenames
aniekan,igbo,male,christian,https://forebears.io/nigeria/forenames
anietie,igbo,male,christian,https://forebears.io/nigeria/forenames
anita,igbo,female,christian,https://forebears.io/nigeria/forenames
anjola,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
anjolaifeoluwa,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
anjolaoluwa,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
ann,igbo,female,christian,https://forebears.io/nigeria/forenames
anna,igbo,female,christian,https://forebears.io/nigeria/forenames
ano,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
anozie,igbo,male,christian,https://www.momjunction.com/baby-names/igbo/boy/
anrolaoluwayo,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
anthonia,igbo,female,christian,https://forebears.io/nigeria/forenames
anthony,igbo,male,christian,https://forebears.io/nigeria/forenames
anu,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
anugo,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
anulika,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
anuoluwabamise,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
anuoluwadamisi,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
anuoluwakiishi,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
anuoluwapo,yoruba,unisex,muslim/christian,https://www.yorubaname.com/
anuoluwaposi,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
anwuli,igbo,female,christian,https://www.momjunction.com/baby-names/igbo/girl/
anwulichukwu,igbo,female,christian,https://www.momjunction.com/baby-names/igbo/girl/
anwulika,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
anyannaka,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
apara,yoruba,male,muslim/christian,https://www.momjunction.com/baby-names/yoruba/boy/
apunanwu,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
ara,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
araloluwa,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
araoluwa,yoruba,unisex,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
araoluwakiitan,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
araoluwanimi,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
aremo,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
aremu,yoruba,male,christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
arinze,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
arinzechukwu,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
arit,igbo,female,christian,https://forebears.io/nigeria/forenames
aruka,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
ary,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
arzika,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
arziki,hausa,female,muslim,https://www.behindthename.com/submit/names/usage/hausa
asabe,hausa,female,muslim,https://www.behindthename.com/submit/names/usage/hausa
ashiru,hausa,male,muslim,https://forebears.io/nigeria/forenames
asiya,hausa,female,muslim,https://forebears.io/nigeria/forenames
asmau,hausa,female,muslim,https://forebears.io/nigeria/forenames
asuquo,igbo,male,christian,https://forebears.io/nigeria/forenames
atiku,hausa,male,muslim,https://forebears.io/nigeria/forenames
atim,igbo,female,christian,https://forebears.io/nigeria/forenames
atinuke,yoruba,female,muslim/christian,https://www.momjunction.com/baby-names/yoruba/girl/
audu,hausa,male,muslim,https://forebears.io/nigeria/forenames
augusta,igbo,female,christian,https://forebears.io/nigeria/forenames
augustina,igbo,female,christian,https://forebears.io/nigeria/forenames
augustine,igbo,male,christian,https://forebears.io/nigeria/forenames
austin,igbo,male,christian,https://forebears.io/nigeria/forenames
austine,igbo,male,christian,https://forebears.io/nigeria/forenames
auta,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
auwal,hausa,male,muslim,https://forebears.io/nigeria/forenames
auwalu,hausa,male,muslim,https://forebears.io/nigeria/forenames
awa,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
awawu,igbo,female,christian,https://forebears.io/nigeria/forenames
awolegan,yoruba,female,christian,
ayanfe,yoruba,unisex,muslim/christian,https://maternitynest.com/yoruba-names-girls/
ayanfeoluwa,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
ayinde,yoruba,male,muslim/christian,https://www.momjunction.com/baby-names/yoruba/boy/
ayo,yoruba,unisex,muslim/christian,https://maternitynest.com/yoruba-names-girls/
ayobami,yoruba,unisex,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
ayodamola,yoruba,female,muslim/christian,https://en.wikipedia.org/wiki/Yoruba_name
ayodapomope,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
ayodeji,yoruba,male,christian,https://forebears.io/nigeria/forenames
ayodele,yoruba,unisex,muslim/christian,https://www.yorubaname.com/
ayokunle,yoruba,male,muslim/christian,https://www.yorubaname.com/
ayokunumi,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
ayomide,yoruba,unisex,muslim/christian,https://www.yorubaname.com/
ayomiposi,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
ayomisioluwakonitan,yoruba,female,muslim/christian,https://www.momjunction.com/baby-names/yoruba/girl/
ayoola,yoruba,unisex,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
ayoolu,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
ayooluwa,yoruba,unisex,muslim/christian,https://www.yorubaname.com/
ayooluwakiitan,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
ayorinsola,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
ayotola,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
ayotoluwafunmi,yoruba,female,muslim/christian,https://www.momjunction.com/baby-names/yoruba/girl/
ayotomiwa,yoruba,male,muslim/christian,https://www.momjunction.com/baby-names/yoruba/boy/
ayotundun,yoruba,female,muslim/christian,https://www.yorubaname.com/
ayowonuola,yoruba,female,muslim/christian,https://www.momjunction.com/baby-names/yoruba/girl/
ayowumi,yoruba,unisex,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
ayowunmi,yoruba,female,muslim/christian,https://www.momjunction.com/baby-names/yoruba/girl/
ayuba,hausa,male,muslim,https://forebears.io/nigeria/forenames
azeez,yoruba,male,muslim,https://forebears.io/nigeria/forenames
azinna,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
azomgini,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
azu,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
azubuike,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
azuka,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
azumdiaro,igbo,female,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
azumi,hausa,female,muslim,https://www.behindthename.com/submit/names/usage/hausa
azunwena,igbo,male,christian,https://forebears.io/nigeria/forenames
azuwuine,igbo,male,christian,https://www.sciencedirect.com/science/article/pii/S2352340917304225?via%3Dihub#s0065
baba,hausa,male,muslim,https://forebears.io/nigeria/forenames
babagana,hausa,male,muslim,https://forebears.io/nigeria/forenames
babajide,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
babalola,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
babangida,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
babasolaf,yoruba,male,muslim/christian,https://www.momjunction.com/baby-names/yoruba/boy/
babatunde,yoruba,male,muslim,https://forebears.io/nigeria/forenames
babatunji,yoruba,male,muslim/christian,https://www.momjunction.com/baby-names/yoruba/boy/
babawale,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
babayo,hausa,male,muslim,https://forebears.io/nigeria/forenames
babba,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
badamasi,hausa,male,muslim,https://forebears.io/nigeria/forenames
baki,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
bako,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
bakwai,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
bala,hausa,male,muslim,https://forebears.io/nigeria/forenames
balaraba,hausa,female,muslim,https://www.behindthename.com/submit/names/usage/hausa
balarabe,hausa,male,muslim,https://www.behindthename.com/submit/names/usage/hausa
balikis,yoruba,female,muslim,https://forebears.io/nigeria/forenames
balkisu,hausa,female,muslim,https://forebears.io/nigeria/forenames
balogun,yoruba,male,muslim,
bamidele,yoruba,male,christian,https://forebears.io/nigeria/forenames
bamigbe,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
bamise,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
bandele,yoruba,female,muslim/christian,https://www.momjunction.com/baby-names/yoruba/girl/
banji,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
banjoko,yoruba,male,muslim/christian,https://www.momjunction.com/baby-names/yoruba/boy/
bankole,yoruba,male,muslim/christian,https://www.momjunction.com/baby-names/yoruba/boy/
bara,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
barau,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
barnabas,hausa,male,christian,https://forebears.io/nigeria/forenames
barnabas,yoruba,male,christian,
bashar,hausa,male,muslim,https://forebears.io/nigeria/forenames
bashir,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
bashiru,hausa,male,muslim,https://forebears.io/nigeria/forenames
basil,hausa,male,muslim,https://forebears.io/nigeria/forenames
basira,hausa,female,muslim,https://forebears.io/nigeria/forenames
basirat,yoruba,female,muslim,https://forebears.io/nigeria/forenames
basiru,hausa,male,muslim,https://forebears.io/nigeria/forenames
bassey,yoruba,male,christian,https://forebears.io/nigeria/forenames
bawa,hausa,male,muslim,https://infoguidenigeria.com/hausa-fulani-male-names/
bayi,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
bayiloluwato,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
bayo,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
bayode,yoruba,male,muslim/christian,https://www.momjunction.com/baby-names/yoruba/boy/
bayowa,yoruba,male,muslim/christian,https://www.momjunction.com/baby-names/yoruba/boy/
beatrice,igbo,female,christian,https://forebears.io/nigeria/forenames
beauty,igbo,female,christian,https://forebears.io/nigeria/forenames
bello,hausa,male,muslim,https://forebears.io/nigeria/forenames
bels,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
belu,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
bem bem,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
ben,igbo,male,christian,https://forebears.io/nigeria/forenames
benedict,igbo,male,christian,https://forebears.io/nigeria/forenames
benjamin,yoruba,male,christian,https://forebears.io/nigeria/forenames
benson,igbo,male,christian,https://forebears.io/nigeria/forenames
bere,igbo,male,christian,https://maternitynest.com/igbo-names-boys/
bernard,igbo,male,christian,https://forebears.io/nigeria/forenames
bibi,yoruba,female,muslim,
bidemi,yoruba,female,muslim/christian,https://www.momjunction.com/baby-names/yoruba/girl/
bikoseoluwa,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
bilikisu,hausa,female,muslim,https://forebears.io/nigeria/forenames
bilkisu,hausa,female,muslim,https://forebears.io/nigeria/forenames
bilyaminu,hausa,male,muslim,https://forebears.io/nigeria/forenames
bimbo,yoruba,female,muslim/christian,https://www.yorubaname.com/
bimpe,yoruba,female,muslim/christian,https://www.yorubaname.com/
binta,hausa,female,muslim,https://www.behindthename.com/submit/names/usage/hausa
bintu,hausa,female,muslim,https://forebears.io/nigeria/forenames
binyelum,igbo,female,christian,https://www.momjunction.com/baby-names/igbo/girl/
biodun,yoruba,unisex,christian,https://forebears.io/nigeria/forenames
biola,yoruba,male,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
bisi,yoruba,unisex,muslim/christian,https://maternitynest.com/nigerian-baby-names-yoruba-names-boys/
bisola,yoruba,female,muslim/christian,https://www.yorubaname.com/
bisong,cameroon,male,christian,
bitrus,igbo,male,christian,https://forebears.io/nigeria/forenames
bitrus,hausa,male,christian,https://www.behindthename.com/names/usage/hausa
blessing,igbo,female,christian,https://forebears.io/nigeria/forenames
bmidele,yoruba,female,muslim/christian,https://www.momjunction.com/baby-names/yoruba/girl/
bobola,yoruba,female,muslim/christian,https://maternitynest.com/yoruba-names-girls/
bodunde,yoruba,female,muslim/christian,https://www.momjunction.com/baby-names/yoruba/girl/
bola,yoruba,unisex,muslim,https://forebears.io/nigeria/forenames
bolade,yoruba,unisex,muslim/christian,https://www.momjunction.com/baby-names/yoruba/boy/
