,Rank,Gender,Forename,Incidence,Frequency,freq,gender,m,f
661,662, 99%,Ummi,"47,485","1:3,739",0.0002674511901577962,0.99,0.99,0.010000000000000009
662,663,100%,Ekaette,"47,339","1:3,751",0.00026659557451346307,1.0,1.0,0.0
663,664,98% ,Ogbonna,"47,273","1:3,756",0.00026624068157614486,0.98,0.98,0.020000000000000018
664,665,88% ,Udo,"47,271","1:3,756",0.00026624068157614486,0.88,0.88,0.12
665,666,100%,Abdulmalik,"47,223","1:3,760",0.00026595744680851064,1.0,1.0,0.0
666,667,100%,Kasimu,"47,091","1:3,771",0.00026518164942985947,1.0,1.0,0.0
667,668,100%,Hellen,"47,042","1:3,775",0.00026490066225165563,1.0,1.0,0.0
668,669,100%,Balarabe,"47,020","1:3,776",0.00026483050847457627,1.0,1.0,0.0
669,670,100%,Saliu,"46,965","1:3,781",0.0002644802962179318,1.0,1.0,0.0
670,671,100%,Ifeyinwa,"46,940","1:3,783",0.0002643404705260375,1.0,1.0,0.0
671,672,98% ,Rotimi,"46,817","1:3,793",0.0002636435539151068,0.98,0.98,0.020000000000000018
672,673,95% ,Sahabi,"46,738","1:3,799",0.00026322716504343247,0.95,0.95,0.050000000000000044
673,674, 62%,Yinka,"46,685","1:3,803",0.00026295030239284776,0.62,0.62,0.38
674,675,100%,Zainabu,"46,415","1:3,826",0.00026136957658128593,1.0,1.0,0.0
675,676, 97%,Goodness,"46,387","1:3,828",0.00026123301985370953,0.97,0.97,0.030000000000000027
676,677,100%,Hussaina,"45,833","1:3,874",0.0002581311306143521,1.0,1.0,0.0
677,678,100%,Edward,"45,830","1:3,874",0.0002581311306143521,1.0,1.0,0.0
678,679,100%,Sunny,"45,737","1:3,882",0.00025759917568263783,1.0,1.0,0.0
679,680,100%,Ishaq,"45,726","1:3,883",0.0002575328354365182,1.0,1.0,0.0
680,681,100%,Ebenezer,"45,709","1:3,885",0.0002574002574002574,1.0,1.0,0.0
681,682,100%,Omowumi,"45,668","1:3,888",0.000257201646090535,1.0,1.0,0.0
682,683,100%,Williams,"45,664","1:3,888",0.000257201646090535,1.0,1.0,0.0
683,684,100%,Aminatu,"45,498","1:3,903",0.00025621316935690495,1.0,1.0,0.0
684,685,100%,Mahmud,"45,433","1:3,908",0.00025588536335721597,1.0,1.0,0.0
685,686,100%,Mujidat,"45,384","1:3,912",0.0002556237218813906,1.0,1.0,0.0
686,687,100%,Mutiu,"45,328","1:3,917",0.0002552974214960429,1.0,1.0,0.0
687,688,100%,Motunrayo,"45,291","1:3,921",0.0002550369803621525,1.0,1.0,0.0
688,689,89% ,Chukwu,"45,242","1:3,925",0.00025477707006369424,0.89,0.89,0.10999999999999999
689,690,89% ,Akpan,"45,058","1:3,941",0.0002537427048972342,0.89,0.89,0.10999999999999999
690,691, 64%,Idongesit,"45,006","1:3,945",0.00025348542458808617,0.64,0.64,0.36
691,692,100%,Mariya,"44,923","1:3,953",0.00025297242600556537,1.0,1.0,0.0
692,693,100%,Babagana,"44,880","1:3,956",0.0002527805864509606,1.0,1.0,0.0
693,694,76% ,Ola,"44,788","1:3,965",0.00025220680958385876,0.76,0.76,0.24
694,695,95% ,Mai,"44,728","1:3,970",0.00025188916876574307,0.95,0.95,0.050000000000000044
695,696,70% ,Nil,"44,721","1:3,970",0.00025188916876574307,0.7,0.7,0.30000000000000004
696,697,100%,Labaran,"44,546","1:3,986",0.0002508780732563974,1.0,1.0,0.0
697,698,99% ,Jonah,"44,532","1:3,987",0.00025081514923501377,0.99,0.99,0.010000000000000009
698,699,100%,Musbahu,"44,473","1:3,993",0.00025043826696719256,1.0,1.0,0.0
699,700,100%,Alfred,"44,472","1:3,993",0.00025043826696719256,1.0,1.0,0.0
700,701,71% ,Mayowa,"44,449","1:3,995",0.00025031289111389235,0.71,0.71,0.29000000000000004
701,702,88% ,Kalu,"44,337","1:4,005",0.00024968789013732833,0.88,0.88,0.12
702,703,85% ,Dele,"44,316","1:4,007",0.0002495632642874969,0.85,0.85,0.15000000000000002
703,704,100%,Isreal,"44,271","1:4,011",0.0002493143854400399,1.0,1.0,0.0
704,705,100%,Abdulsalam,"44,217","1:4,016",0.000249003984063745,1.0,1.0,0.0
705,706,100%,Omowunmi,"44,038","1:4,032",0.000248015873015873,1.0,1.0,0.0
706,707,78% ,Dada,"43,938","1:4,041",0.00024746349913387774,0.78,0.78,0.21999999999999997
707,708,100%,Raymond,"43,870","1:4,048",0.00024703557312252963,1.0,1.0,0.0
708,709,100%,Mukhtar,"43,864","1:4,048",0.00024703557312252963,1.0,1.0,0.0
709,710,100%,Wada,"43,760","1:4,058",0.0002464268112370626,1.0,1.0,0.0
710,711,100%,Jumai,"43,426","1:4,089",0.00024455857177794083,1.0,1.0,0.0
711,712,65% ,Seyi,"43,387","1:4,093",0.0002443195699975568,0.65,0.65,0.35
712,713,91% ,Anayo,"43,325","1:4,098",0.0002440214738897023,0.91,0.91,0.08999999999999997
713,714,100%,Chukwuebuka,"43,269","1:4,104",0.00024366471734892786,1.0,1.0,0.0
714,715,100%,Ishaya,"43,239","1:4,107",0.00024348672997321646,1.0,1.0,0.0
715,716,100%,Luba,"43,080","1:4,122",0.00024260067928190198,1.0,1.0,0.0
716,717,100%,Sanni,"43,051","1:4,125",0.00024242424242424242,1.0,1.0,0.0
717,718,100%,Sulaimon,"42,979","1:4,131",0.0002420721374969741,1.0,1.0,0.0
718,719,100%,Tabitha,"42,913","1:4,138",0.0002416626389560174,1.0,1.0,0.0
719,720, 74%,Olaide,"42,876","1:4,141",0.0002414875633904854,0.74,0.74,0.26
720,721,98% ,Bako,"42,805","1:4,148",0.00024108003857280618,0.98,0.98,0.020000000000000018
721,722,78% ,Anietie,"42,475","1:4,180",0.00023923444976076556,0.78,0.78,0.21999999999999997
722,723,100%,Izuchukwu,"42,474","1:4,181",0.00023917723032767282,1.0,1.0,0.0
723,724,100%,Laraba,"42,473","1:4,181",0.00023917723032767282,1.0,1.0,0.0
724,725,100%,Goni,"42,392","1:4,189",0.00023872045834328001,1.0,1.0,0.0
725,726,100%,Joyce,"42,287","1:4,199",0.00023815194093831864,1.0,1.0,0.0
726,727,100%,Tawakalitu,"42,241","1:4,204",0.0002378686964795433,1.0,1.0,0.0
727,728, 99%,Falmata,"42,194","1:4,208",0.0002376425855513308,0.99,0.99,0.010000000000000009
728,729,100%,Agatha,"42,193","1:4,208",0.0002376425855513308,1.0,1.0,0.0
729,730,100%,Fadimatu,"42,170","1:4,211",0.00023747328425552126,1.0,1.0,0.0
730,731,100%,Moshood,"42,055","1:4,222",0.00023685457129322596,1.0,1.0,0.0
731,732,100%,Chinelo,"41,936","1:4,234",0.00023618327822390176,1.0,1.0,0.0
732,733,82% ,Benedict,"41,920","1:4,236",0.00023607176581680832,0.82,0.82,0.18000000000000005
733,734,55% ,Tayo,"41,846","1:4,243",0.00023568230025925054,0.55,0.55,0.44999999999999996
734,735,100%,Franca,"41,738","1:4,254",0.00023507287259050304,1.0,1.0,0.0
735,736,100%,Christianah,"41,656","1:4,263",0.0002345765892563922,1.0,1.0,0.0
736,737,95% ,Alh,"41,606","1:4,268",0.00023430178069353328,0.95,0.95,0.050000000000000044
737,738,74% ,Dayo,"41,525","1:4,276",0.00023386342376052386,0.74,0.74,0.26
738,739,73% ,Adedayo,"41,424","1:4,287",0.00023326335432703523,0.73,0.73,0.27
739,740,99% ,Nonso,"41,281","1:4,301",0.00023250406882120437,0.99,0.99,0.010000000000000009
740,741,100%,Eric,"41,196","1:4,310",0.0002320185614849188,1.0,1.0,0.0
741,742, 98%,Chinasa,"41,078","1:4,323",0.0002313208420078649,0.98,0.98,0.020000000000000018
742,743,100%,Rabiatu,"40,768","1:4,355",0.0002296211251435132,1.0,1.0,0.0
743,744,99% ,Manu,"40,645","1:4,369",0.00022888532845044633,0.99,0.99,0.010000000000000009
744,745,100%,Nazifi,"40,530","1:4,381",0.00022825838849577722,1.0,1.0,0.0
745,746,100%,Rasheedat,"40,284","1:4,408",0.00022686025408348456,1.0,1.0,0.0
746,747,100%,Arinze,"40,255","1:4,411",0.00022670596236681024,1.0,1.0,0.0
747,748,100%,Kafilat,"40,109","1:4,427",0.00022588660492432798,1.0,1.0,0.0
748,749,100%,Fatimah,"39,998","1:4,439",0.00022527596305474206,1.0,1.0,0.0
749,750,100%,Godspower,"39,904","1:4,450",0.00022471910112359551,1.0,1.0,0.0
750,751,60% ,Ayobami,"39,872","1:4,453",0.00022456770716370987,0.6,0.6,0.4
751,752,100%,Salome,"39,861","1:4,455",0.0002244668911335578,1.0,1.0,0.0
752,753,100%,Morufat,"39,700","1:4,473",0.000223563603845294,1.0,1.0,0.0
753,754,80% ,Ya,"39,585","1:4,486",0.00022291573785109228,0.8,0.8,0.19999999999999996
754,755,100%,Oluwole,"39,584","1:4,486",0.00022291573785109228,1.0,1.0,0.0
755,756,99% ,Ben,"39,545","1:4,490",0.00022271714922048998,0.99,0.99,0.010000000000000009
756,757,100%,Idayat,"39,413","1:4,505",0.00022197558268590456,1.0,1.0,0.0
757,758,100%,Ukamaka,"39,362","1:4,511",0.00022168033695411216,1.0,1.0,0.0
758,759,100%,Nicholas,"39,323","1:4,516",0.00022143489813994686,1.0,1.0,0.0
759,760,100%,Imaobong,"39,298","1:4,518",0.0002213368747233289,1.0,1.0,0.0
760,761, 71%,Abidemi,"39,233","1:4,526",0.0002209456473707468,0.71,0.71,0.29000000000000004
761,762,100%,Shakirat,"39,132","1:4,538",0.00022036139268400177,1.0,1.0,0.0
762,763,80% ,Emma,"39,107","1:4,540",0.00022026431718061675,0.8,0.8,0.19999999999999996
763,764, 67%,Itoro,"39,093","1:4,542",0.00022016732716864817,0.67,0.67,0.32999999999999996
764,765,100%,Sekinat,"39,061","1:4,546",0.0002199736031676199,1.0,1.0,0.0
765,766,100%,Jafar,"38,968","1:4,557",0.00021944261575597982,1.0,1.0,0.0
766,767,100%,Mulikat,"38,825","1:4,573",0.00021867483052700635,1.0,1.0,0.0
767,768,100%,Benson,"38,804","1:4,576",0.00021853146853146853,1.0,1.0,0.0
768,769,100%,Kunle,"38,738","1:4,584",0.0002181500872600349,1.0,1.0,0.0
769,770,62% ,Oke,"38,695","1:4,589",0.00021791239921551536,0.62,0.62,0.38
770,771,100%,Basira,"38,663","1:4,593",0.00021772262138036142,1.0,1.0,0.0
771,772,100%,Livinus,"38,658","1:4,593",0.00021772262138036142,1.0,1.0,0.0
772,773,99% ,Yohanna,"38,628","1:4,597",0.00021753317380900588,0.99,0.99,0.010000000000000009
773,774,100%,Fatimat,"38,583","1:4,602",0.000217296827466319,1.0,1.0,0.0
774,775,100%,Ajoke,"38,545","1:4,607",0.00021706099413935315,1.0,1.0,0.0
775,776,61% ,Ndifreke,"38,540","1:4,607",0.00021706099413935315,0.61,0.61,0.39
776,777,100%,Hawa,"38,478","1:4,615",0.00021668472372697725,1.0,1.0,0.0
777,778,96% ,Liman,"38,418","1:4,622",0.00021635655560363478,0.96,0.96,0.040000000000000036
778,779,100%,Habibat,"38,405","1:4,623",0.00021630975556997622,1.0,1.0,0.0
779,780,100%,Taibat,"38,337","1:4,632",0.0002158894645941278,1.0,1.0,0.0
780,781,100%,Idiris,"38,304","1:4,636",0.00021570319240724764,1.0,1.0,0.0
781,782,100%,Nathaniel,"38,292","1:4,637",0.00021565667457407807,1.0,1.0,0.0
782,783,100%,Austine,"38,274","1:4,639",0.0002155636990730761,1.0,1.0,0.0
783,784,100%,Bilyaminu,"38,133","1:4,656",0.0002147766323024055,1.0,1.0,0.0
784,785,100%,Wale,"38,093","1:4,661",0.00021454623471358077,1.0,1.0,0.0
785,786,100%,Jafaru,"37,880","1:4,688",0.00021331058020477816,1.0,1.0,0.0
786,787,100%,Shafaatu,"37,809","1:4,696",0.00021294718909710392,1.0,1.0,0.0
787,788, 75%,Ese,"37,668","1:4,714",0.00021213406873143826,0.75,0.75,0.25
788,789,100%,Olufunke,"37,619","1:4,720",0.000211864406779661,1.0,1.0,0.0
789,790,100%,Osita,"37,522","1:4,732",0.00021132713440405747,1.0,1.0,0.0
790,791, 72%,Ebele,"37,454","1:4,741",0.0002109259649862898,0.72,0.72,0.28
791,792,100%,Balikis,"37,423","1:4,745",0.00021074815595363542,1.0,1.0,0.0
792,793, 77%,Adesola,"37,414","1:4,746",0.00021070375052675939,0.77,0.77,0.22999999999999998
793,794, 64%,Taiye,"37,398","1:4,748",0.00021061499578770007,0.64,0.64,0.36
794,795, 63%,Iniobong,"37,387","1:4,749",0.0002105706464518846,0.63,0.63,0.37
795,796, 64%,Adebisi,"37,258","1:4,766",0.000209819555182543,0.64,0.64,0.36
796,797,100%,Reuben,"37,205","1:4,773",0.00020951183741881415,1.0,1.0,0.0
797,798,100%,Isiyaku,"37,172","1:4,777",0.00020933640360058616,1.0,1.0,0.0
798,799,100%,Kamilu,"37,088","1:4,788",0.00020885547201336674,1.0,1.0,0.0
799,800,100%,Olajide,"37,047","1:4,793",0.00020863759649488838,1.0,1.0,0.0
800,801,100%,Mathias,"36,675","1:4,842",0.00020652622883106156,1.0,1.0,0.0
801,802,100%,Olatunji,"36,514","1:4,863",0.00020563438206868187,1.0,1.0,0.0
802,803,93% ,Oladele,"36,495","1:4,865",0.00020554984583761563,0.93,0.93,0.06999999999999995
803,804,100%,Silas,"36,399","1:4,878",0.0002050020500205002,1.0,1.0,0.0
804,805,100%,William,"36,384","1:4,880",0.00020491803278688525,1.0,1.0,0.0
805,806,100%,Hudu,"36,352","1:4,885",0.00020470829068577277,1.0,1.0,0.0
806,807,100%,Falilat,"36,260","1:4,897",0.00020420665713702266,1.0,1.0,0.0
807,808,100%,Silifat,"36,106","1:4,918",0.00020333468889792598,1.0,1.0,0.0
808,809,100%,Christy,"36,074","1:4,922",0.0002031694433157253,1.0,1.0,0.0
809,810,100%,Cyril,"36,013","1:4,931",0.00020279862096937742,1.0,1.0,0.0
810,811,100%,Rapheal,"35,905","1:4,945",0.00020222446916076846,1.0,1.0,0.0
811,812,100%,Rasidat,"35,799","1:4,960",0.00020161290322580645,1.0,1.0,0.0
812,813,100%,Angelina,"35,766","1:4,965",0.0002014098690835851,1.0,1.0,0.0
813,814,77% ,Ade,"35,690","1:4,975",0.00020100502512562814,0.77,0.77,0.22999999999999998
814,815,100%,Uba,"35,621","1:4,985",0.00020060180541624874,1.0,1.0,0.0
815,816,100%,Godfrey,"35,601","1:4,988",0.00020048115477145148,1.0,1.0,0.0
816,817,100%,Aderonke,"35,589","1:4,989",0.00020044097013429546,1.0,1.0,0.0
817,818,99% ,Hamidu,"35,567","1:4,992",0.00020032051282051281,0.99,0.99,0.010000000000000009
818,819,100%,Mukaila,"35,521","1:4,999",0.00020004000800160032,1.0,1.0,0.0
819,820,100%,Rasaq,"35,435","1:5,011",0.00019956096587507485,1.0,1.0,0.0
820,821,100%,Fidelia,"35,386","1:5,018",0.00019928258270227183,1.0,1.0,0.0
821,822,69% ,Biodun,"35,385","1:5,018",0.00019928258270227183,0.69,0.69,0.31000000000000005
822,823,100%,Dalhatu,"35,329","1:5,026",0.00019896538002387584,1.0,1.0,0.0
823,824,60% ,Destiny,"35,295","1:5,031",0.00019876764062810574,0.6,0.6,0.4
824,825,98% ,Husaini,"35,292","1:5,031",0.00019876764062810574,0.98,0.98,0.020000000000000018
825,826,85% ,Obi,"35,276","1:5,034",0.0001986491855383393,0.85,0.85,0.15000000000000002
826,827, 99%,Samira,"35,274","1:5,034",0.0001986491855383393,0.99,0.99,0.010000000000000009
827,828,100%,Steven,"35,219","1:5,042",0.00019833399444664816,1.0,1.0,0.0
828,829,100%,Abibat,"35,150","1:5,052",0.0001979414093428345,1.0,1.0,0.0
829,830,100%,Chukwuka,"34,955","1:5,080",0.0001968503937007874,1.0,1.0,0.0
830,831,97% ,Alasan,"34,898","1:5,088",0.00019654088050314466,0.97,0.97,0.030000000000000027
831,832,100%,Martin,"34,770","1:5,107",0.00019580967299784609,1.0,1.0,0.0
832,833,100%,Kikelomo,"34,731","1:5,113",0.00019557989438685703,1.0,1.0,0.0
833,834,100%,Sirajo,"34,719","1:5,114",0.00019554165037152912,1.0,1.0,0.0
834,835,100%,Ridwan,"34,660","1:5,123",0.00019519812609798947,1.0,1.0,0.0
835,836,100%,Olajumoke,"34,633","1:5,127",0.0001950458357714063,1.0,1.0,0.0
836,837,100%,Alexander,"34,580","1:5,135",0.00019474196689386563,1.0,1.0,0.0
837,838, 67%,Oluchukwu,"34,566","1:5,137",0.00019466614755693986,0.67,0.67,0.32999999999999996
838,839,58% ,Adeyinka,"34,541","1:5,141",0.00019451468585878233,0.58,0.58,0.42000000000000004
839,840,100%,Nkiruka,"34,540","1:5,141",0.00019451468585878233,1.0,1.0,0.0
840,841,100%,Jelili,"34,411","1:5,160",0.0001937984496124031,1.0,1.0,0.0
841,842,100%,Hawawu,"34,354","1:5,169",0.0001934610176049526,1.0,1.0,0.0
842,843,100%,Markus,"34,123","1:5,204",0.0001921598770176787,1.0,1.0,0.0
843,844,51% ,Edidiong,"33,995","1:5,223",0.00019146084625694046,0.51,0.51,0.49
844,845,100%,Uju,"33,928","1:5,234",0.00019105846388995032,1.0,1.0,0.0
845,846,100%,Fatimatu,"33,870","1:5,243",0.00019073049780659929,1.0,1.0,0.0
846,847,100%,Chris,"33,855","1:5,245",0.00019065776930409913,1.0,1.0,0.0
847,848,100%,Ahamed,"33,810","1:5,252",0.0001904036557501904,1.0,1.0,0.0
848,849,100%,Magdalene,"33,802","1:5,253",0.00019036740909956216,1.0,1.0,0.0
849,850,100%,Austin,"33,741","1:5,263",0.00019000570017100514,1.0,1.0,0.0
850,851,100%,Kamal,"33,709","1:5,268",0.00018982536066818528,1.0,1.0,0.0
851,852, 73%,Adebola,"33,675","1:5,273",0.00018964536317087047,0.73,0.73,0.27
852,853,98% ,Ladan,"33,596","1:5,285",0.0001892147587511826,0.98,0.98,0.020000000000000018
853,854,100%,Chuks,"33,593","1:5,286",0.00018917896329928113,1.0,1.0,0.0
854,855, 99%,Oluwabunmi,"33,515","1:5,298",0.00018875047187617969,0.99,0.99,0.010000000000000009
855,856,81% ,Ajayi,"33,425","1:5,312",0.00018825301204819278,0.81,0.81,0.18999999999999995
856,857, 62%,Olaitan,"33,405","1:5,316",0.00018811136192626034,0.62,0.62,0.38
857,858,72% ,Aniefiok,"33,348","1:5,325",0.00018779342723004695,0.72,0.72,0.28
858,859,100%,Sade,"33,338","1:5,326",0.0001877581674802854,1.0,1.0,0.0
859,860,100%,Bintu,"33,251","1:5,340",0.00018726591760299626,1.0,1.0,0.0
860,861,68% ,Efe,"33,233","1:5,343",0.00018716077110237696,0.68,0.68,0.31999999999999995
861,862,100%,Elisha,"33,230","1:5,343",0.00018716077110237696,1.0,1.0,0.0
862,863,100%,Jacinta,"33,075","1:5,369",0.00018625442354255913,1.0,1.0,0.0
863,864,100%,Adams,"32,962","1:5,387",0.00018563207722294413,1.0,1.0,0.0
864,865,100%,Nkiru,"32,939","1:5,391",0.0001854943424225561,1.0,1.0,0.0
865,866,100%,Kadijat,"32,607","1:5,446",0.0001836210062431142,1.0,1.0,0.0
866,867,100%,Foluke,"32,562","1:5,453",0.00018338529249954154,1.0,1.0,0.0
867,868,100%,Hamsatu,"32,491","1:5,465",0.00018298261665141812,1.0,1.0,0.0
868,869,96% ,Asuquo,"32,420","1:5,477",0.00018258170531312764,0.96,0.96,0.040000000000000036
869,870,100%,Funmi,"32,398","1:5,481",0.00018244845831052726,1.0,1.0,0.0
870,871,100%,Muideen,"32,329","1:5,492",0.0001820830298616169,1.0,1.0,0.0
871,872,100%,Olaniyi,"32,307","1:5,496",0.0001819505094614265,1.0,1.0,0.0
872,873,100%,Wilson,"32,290","1:5,499",0.0001818512456810329,1.0,1.0,0.0
873,874,97% ,Godswill,"32,196","1:5,515",0.00018132366273798732,0.97,0.97,0.030000000000000027
874,875, 78%,Ufuoma,"32,150","1:5,523",0.0001810610175629187,0.78,0.78,0.21999999999999997
875,876,70% ,Kaka,"32,020","1:5,545",0.00018034265103697024,0.7,0.7,0.30000000000000004
876,877,100%,Abbakar,"31,812","1:5,582",0.00017914725904693657,1.0,1.0,0.0
877,878,100%,Abdulmumini,"31,606","1:5,618",0.000177999288002848,1.0,1.0,0.0
878,879,90% ,Okafor,"31,565","1:5,625",0.00017777777777777779,0.9,0.9,0.09999999999999998
879,880,52% ,Udoka,"31,557","1:5,627",0.00017771459036786921,0.52,0.52,0.48
880,881, 84%,Godiya,"31,471","1:5,642",0.0001772421127259837,0.84,0.84,0.16000000000000003
881,882,98% ,Yaya,"31,399","1:5,655",0.00017683465959328028,0.98,0.98,0.020000000000000018
882,883,100%,Hasiya,"31,396","1:5,656",0.0001768033946251768,1.0,1.0,0.0
883,884,81% ,Nsikak,"31,391","1:5,657",0.00017677214071062401,0.81,0.81,0.18999999999999995
884,885,72% ,Uwem,"31,381","1:5,658",0.00017674089784376105,0.72,0.72,0.28
885,886,100%,Abdulrasheed,"31,333","1:5,667",0.0001764602082230457,1.0,1.0,0.0
886,887,100%,Ubaida,"31,293","1:5,674",0.00017624250969333803,1.0,1.0,0.0
887,888, 67%,Idorenyin,"31,269","1:5,679",0.00017608733932030288,0.67,0.67,0.32999999999999996
888,889,100%,Theophilus,"31,032","1:5,722",0.00017476406850751484,1.0,1.0,0.0
889,890,100%,Sadia,"31,019","1:5,724",0.00017470300489168413,1.0,1.0,0.0
890,891,100%,Garuba,"30,911","1:5,744",0.00017409470752089137,1.0,1.0,0.0
891,892,100%,Virginia,"30,902","1:5,746",0.0001740341106856944,1.0,1.0,0.0
892,893,100%,Valentine,"30,864","1:5,753",0.00017382235355466714,1.0,1.0,0.0
893,894,100%,Adejoke,"30,848","1:5,756",0.00017373175816539263,1.0,1.0,0.0
894,895,100%,Ramat,"30,840","1:5,758",0.0001736714136853074,1.0,1.0,0.0
895,896, 71%,Nse,"30,769","1:5,771",0.00017328019407381737,0.71,0.71,0.29000000000000004
896,897,100%,Celestina,"30,649","1:5,793",0.00017262213015708613,1.0,1.0,0.0
897,898,100%,Halimatu,"30,352","1:5,850",0.00017094017094017094,1.0,1.0,0.0
898,899,100%,Semiu,"30,273","1:5,865",0.00017050298380221653,1.0,1.0,0.0
899,900,100%,Cordelia,"30,272","1:5,866",0.00017047391749062393,1.0,1.0,0.0
900,901,100%,Saturday,"30,260","1:5,868",0.00017041581458759374,1.0,1.0,0.0
901,902,100%,Rufus,"30,193","1:5,881",0.00017003910899506886,1.0,1.0,0.0
902,903, 83%,Chinwendu,"30,101","1:5,899",0.00016952025767079165,0.83,0.83,0.17000000000000004
903,904,100%,Robert,"30,086","1:5,902",0.00016943409013893597,1.0,1.0,0.0
904,905,100%,Clara,"30,063","1:5,906",0.00016931933626820184,1.0,1.0,0.0
905,906,100%,Saviour,"29,920","1:5,935",0.00016849199663016007,1.0,1.0,0.0
906,907,97% ,Afolabi,"29,888","1:5,941",0.000168321831341525,0.97,0.97,0.030000000000000027
907,908,100%,Basil,"29,886","1:5,941",0.000168321831341525,1.0,1.0,0.0
908,909,100%,Ai,"29,854","1:5,948",0.00016812373907195696,1.0,1.0,0.0
909,910,98% ,Olatunde,"29,824","1:5,954",0.00016795431642593214,0.98,0.98,0.020000000000000018
910,911,100%,Kasim,"29,637","1:5,991",0.00016691704223001168,1.0,1.0,0.0
911,912,76% ,Tobi,"29,569","1:6,005",0.00016652789342214822,0.76,0.76,0.24
912,913,64% ,Oluwatobi,"29,524","1:6,014",0.00016627868307283005,0.64,0.64,0.36
913,914,100%,Saidat,"29,406","1:6,038",0.00016561775422325274,1.0,1.0,0.0
914,915,100%,Chidimma,"29,377","1:6,044",0.00016545334215751158,1.0,1.0,0.0
915,916,83% ,Aniekan,"29,366","1:6,047",0.000165371258475277,0.83,0.83,0.17000000000000004
916,917,100%,Maxwell,"29,360","1:6,048",0.00016534391534391533,1.0,1.0,0.0
917,918,84% ,Amaechi,"29,327","1:6,055",0.00016515276630883568,0.84,0.84,0.16000000000000003
918,919,100%,Faiza,"29,204","1:6,080",0.0001644736842105263,1.0,1.0,0.0
919,920,100%,Memunat,"29,200","1:6,081",0.000164446637066272,1.0,1.0,0.0
920,921,100%,Sikirat,"29,163","1:6,089",0.00016423057973394647,1.0,1.0,0.0
921,922,100%,Justice,"29,142","1:6,093",0.00016412276382734285,1.0,1.0,0.0
922,923,68% ,Sidi,"29,130","1:6,096",0.00016404199475065617,0.68,0.68,0.31999999999999995
923,924,100%,Lubabatu,"29,079","1:6,106",0.00016377333770062233,1.0,1.0,0.0
924,925,97% ,Bulama,"29,032","1:6,116",0.00016350555918901244,0.97,0.97,0.030000000000000027
925,926, 53%,Obioma,"29,023","1:6,118",0.00016345210853220007,0.53,0.53,0.47
926,927,100%,Abass,"29,014","1:6,120",0.0001633986928104575,1.0,1.0,0.0
927,928,100%,Shamsiya,"28,909","1:6,142",0.00016281341582546403,1.0,1.0,0.0
928,929,100%,Olakunle,"28,862","1:6,152",0.00016254876462938882,1.0,1.0,0.0
929,930, 82%,Enobong,"28,840","1:6,157",0.00016241676140977748,0.82,0.82,0.18000000000000005
930,931,100%,Rukaya,"28,821","1:6,161",0.00016231131309852296,1.0,1.0,0.0
931,932,100%,Julianah,"28,810","1:6,163",0.00016225864027259452,1.0,1.0,0.0
932,933, 90%,Ene,"28,796","1:6,166",0.0001621796951021732,0.9,0.9,0.09999999999999998
933,934,100%,Atim,"28,748","1:6,177",0.00016189088554314392,1.0,1.0,0.0
934,935,100%,Franklin,"28,745","1:6,177",0.00016189088554314392,1.0,1.0,0.0
935,936,100%,Khalid,"28,721","1:6,182",0.00016175994823681658,1.0,1.0,0.0
936,937,100%,Nafisatu,"28,703","1:6,186",0.00016165535079211123,1.0,1.0,0.0
937,938,100%,Awawu,"28,699","1:6,187",0.00016162922256343946,1.0,1.0,0.0
938,939,100%,Zahrau,"28,687","1:6,190",0.00016155088852988692,1.0,1.0,0.0
939,940,100%,Suliyat,"28,639","1:6,200",0.00016129032258064516,1.0,1.0,0.0
940,941,100%,Nkechinyere,"28,591","1:6,210",0.00016103059581320451,1.0,1.0,0.0
941,942,100%,Dickson,"28,509","1:6,228",0.00016056518946692356,1.0,1.0,0.0
942,943,100%,Abdulrazak,"28,476","1:6,236",0.00016035920461834508,1.0,1.0,0.0
943,944,93% ,Okwudili,"28,456","1:6,240",0.00016025641025641026,0.93,0.93,0.06999999999999995
944,945,100%,Sagiru,"28,448","1:6,242",0.00016020506247997436,1.0,1.0,0.0
945,946,100%,Lekan,"28,399","1:6,252",0.0001599488163787588,1.0,1.0,0.0
946,947,100%,Saudat,"28,276","1:6,280",0.0001592356687898089,1.0,1.0,0.0
947,948,100%,Atiku,"28,243","1:6,287",0.0001590583744234134,1.0,1.0,0.0
948,949,60% ,Odinaka,"28,242","1:6,287",0.0001590583744234134,0.6,0.6,0.4
949,950,100%,Adaeze,"28,160","1:6,306",0.0001585791309863622,1.0,1.0,0.0
950,951, 52%,Mama,"28,098","1:6,319",0.0001582528881152081,0.52,0.52,0.48
951,952,100%,Caleb,"28,093","1:6,321",0.00015820281601012498,1.0,1.0,0.0
952,953,62% ,Olushola,"28,065","1:6,327",0.000158052789631737,0.62,0.62,0.38
953,954, 80%,Eniola,"27,964","1:6,350",0.00015748031496062991,0.8,0.8,0.19999999999999996
954,955,100%,Abdulwahab,"27,955","1:6,352",0.00015743073047858942,1.0,1.0,0.0
955,956,100%,Yahya,"27,950","1:6,353",0.00015740594994490792,1.0,1.0,0.0
956,957, 86%,Ogechukwu,"27,886","1:6,368",0.000157035175879397,0.86,0.86,0.14
957,958, 86%,Ozioma,"27,881","1:6,369",0.0001570105197048202,0.86,0.86,0.14
958,959,100%,Anita,"27,820","1:6,383",0.00015666614444618518,1.0,1.0,0.0
